element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Cr	1	"461.95328"	"0.00005"	"461.953289"	"0.000021"	"190"	"1.6e+07"	D	"2.98716595"	"5.67032643"	"3d4.4s2"	"a 3P"	"2"	"3d5.(4P).4p"	"y 3P*"	"2"	5	5		"T3963"	"L14866"	
Cr	1	"462.24491"	"0.00006"	"462.24492"	"0.00004"	"83"	"4.1e+07"	D	"3.55053095"	"6.23199865"	"3d5.(4D).4s"	"a 3D"	"3"	"3d5.(4D).4p"	"w 3D*"	"3"	7	7		"T4288"	"L14866"	
Cr	1	"462.27475"	"0.00006"	"462.27478"	"0.00004"	"71"	"1.1e+07"	D	"2.98716595"	"5.66846045"	"3d4.4s2"	"a 3P"	"2"	"3d5.(4P).4p"	"y 3P*"	"1"	5	3		"T4288"	"L14866"	
Cr	1	"462.59217"	"0.00005"	"462.59220"	"0.00004"	"89"	"1.2e+07"	D	"3.84961210"	"6.52906678"	"3d5.(2I).4s"	"a 3I"	"6"	"3d4.(1I).4s.4p.(3P*)"	"y 3I*"	"6"	13	13		"T4288"	"L14866"	
Cr	1	"462.61734"	"0.00005"	"462.617342"	"0.000015"	"1100"	"5.0e+06"	B	"0.96841324"	"3.64772230"	"3d4.4s2"	"a 5D"	"1"	"3d4.(5D).4s.4p.(3P*)"	"y 5P*"	"1"	3	3		"T4624,T4913"	"L14866"	
Cr	1	"462.84607"	"0.00018"	"462.84595"	"0.00004"	"5"	"1.2e+06"	D	"3.14419143"	"5.82217714"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d4.4s.5s"	"f 7D"	"5"	9	11		"T4288"	"L14866"	
Cr	1	"463.32548"	"0.00012"	"463.32553"	"0.00004"	"13"	"2.0e+06"	D	"3.12514546"	"5.80035930"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d4.4s.5s"	"f 7D"	"4"	7	9		"T4288"	"L14866"	
Cr	2	"463.407286"	"0.000013"	"463.407286"	"0.000022"	"170"	"8.9e+06"	D	"4.07222465"	"6.74696652"	"3d5"	"b 4F"	"3/2"	"3d4.(5D).4p"	"z 4D*"	"1/2"	4	2		"T3963n"	"L18847"	
Cr	1	"463.95071"	"0.00008"	"463.95068"	"0.00004"	"22"	"9.5e+06"	D	"3.11067051"	"5.78227967"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d4.4s.5s"	"f 7D"	"3"	5	7		"T1621n"	"L14866"	
Cr	1	"463.96675"	"0.00016"	"463.96691"	"0.00006"	"7"	"7.7e+06"	D	"3.55053095"	"6.2220467"	"3d5.(4D).4s"	"a 3D"	"3"	"3d5.(4D).4p"	"w 3D*"	"2"	7	5		"T3963"	"L14866"	
Cr	1	"464.149"	"0.003"	"464.1475"	"0.0006"	"3"	"3.8e+06"	D	"4.2073736"	"6.877850"	"3d4.4s2"	"c 3D"	"3"	"3d5.(4G).5p"	"u 3F*"	"2"	7	5		"T3963"	"L808"	
Cr	1	"464.19946"	"0.00006"	"464.19949"	"0.00004"	"51"	"6.0e+06"	D	"3.85036371"	"6.52054093"	"3d5.(2I).4s"	"a 3I"	"5"	"3d4.(1I).4s.4p.(3P*)"	"y 3I*"	"5"	11	11		"T4288"	"L14866"	
Cr	1	"464.61620"	"0.00005"	"464.616212"	"0.000013"	"2400"	"8.7e+06"	B	"1.03000806"	"3.69779039"	"3d4.4s2"	"a 5D"	"4"	"3d4.(5D).4s.4p.(3P*)"	"y 5P*"	"3"	9	7		"T4624,T4913"	"L14866"	
Cr	1	"464.64849"	"0.00006"	"464.648466"	"0.000020"	"37"	"5.8e+06"	D	"3.07899825"	"5.74659540"	"3d5.(4G).4s"	"a 3G"	"3"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"2"	7	5		"T3963"	"L14866"	
Cr	1	"464.67747"	"0.00006"	"464.67747"	"0.00004"	"29"	"7.8e+06"	D	"3.10092412"	"5.76835475"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d4.4s.5s"	"f 7D"	"2"	3	5		"T3963"	"L14866"	
Cr	1	"464.81155"	"0.00005"	"464.81154"	"0.00004"	"157"	"1.8e+06"	D	"2.54383615"	"5.21049739"	"3d5.(4G).4s"	"a 5G"	"2"	"3d4.(3H).4s.4p.(3P*)"	"z 5H*"	"3"	5	7		"T3963"	"L14866"	
Cr	1	"464.833"	"0.003"	"464.83198"	"0.00003"	"2"	"1.5e+05"	D	"3.00044215"	"5.66698616"	"3d4.4s2"	"a 3H"	"6"	"3d5.(4G).4p"	"y 5H*"	"6"	13	13		"T2268"	"L808"	
Cr	1	"465.1291"	"0.0004"	"465.128365"	"0.000013"	"75"	"3.6e+06"	B	"0.98287742"	"3.64772230"	"3d4.4s2"	"a 5D"	"2"	"3d4.(5D).4s.4p.(3P*)"	"y 5P*"	"1"	5	3		"T4624,T4913"	"L9190"	
Cr	1	"465.21573"	"0.00005"	"465.215743"	"0.000011"	"1750"	"5.8e+06"	B	"1.00367492"	"3.66801930"	"3d4.4s2"	"a 5D"	"3"	"3d4.(5D).4s.4p.(3P*)"	"y 5P*"	"2"	7	5		"T4913"	"L14866"	
Cr	1	"465.47242"	"0.00006"	"465.47242"	"0.00007"	"29"	"9.1e+06"	D	"3.0960208"	"5.75889602"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"0"	"3d4.4s.5s"	"f 7D"	"1"	1	3		"T3963"	"L14866"	
Cr	1	"465.61834"	"0.00006"	"465.618342"	"0.000020"	"49"	"3.27e+06"	B	"3.08689206"	"5.74893273"	"3d5.(4G).4s"	"a 3G"	"4"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"3"	9	7		"u10"	"L14866"	
Cr	1	"465.68141"	"0.00016"	"465.68137"	"0.00007"	"8"	"1.1e+07"	D	"4.7780523"	"7.4397327"	"3d5.(2H).4s"	"a 1H"	"5"	"3d5.(2G1).4p"	"x 1H*"	"5"	11	11		"T3963"	"L14866"	
Cr	1	"466.33112"	"0.00006"	"466.33111"	"0.00004"	"58"	"2.0e+07"	D	"3.10092412"	"5.75889602"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d4.4s.5s"	"f 7D"	"1"	3	3		"T3963"	"L14866"	
Cr	1	"466.59060"	"0.00005"	"466.59061"	"0.00003"	"86"	"3.0e+07"	D	"3.55579538"	"6.21228906"	"3d5.(4D).4s"	"a 3D"	"1"	"3d5.(4D).4p"	"w 3D*"	"1"	3	3		"T3963"	"L14866"	
Cr	1	"466.61974"	"0.00006"	"466.61977"	"0.00003"	"74"	"3.6e+06"	D	"2.96741996"	"5.62374764"	"3d4.4s2"	"a 3H"	"4"	"3d5.(4G).4p"	"z 3H*"	"4"	9	9		"T3963"	"L14866"	
Cr	1	"466.93166"	"0.00006"	"466.93168"	"0.00004"	"52"	"9.08e+06"	B	"3.16762385"	"5.82217714"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d4.4s.5s"	"f 7D"	"5"	11	11		"u10"	"L14866"	
Cr	1	"468.0864"	"0.0020"	"468.08529"	"0.00005"	"35"	"1.6e+07"	D	"3.0922396"	"5.74025070"	"3d4.4s2"	"a 3F"	"2"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"1"	5	3		"T4288"	"L808"	
Cr	1	"468.93565"	"0.00006"	"468.93566"	"0.00004"	"82"	"2.3e+07"	D	"3.12514546"	"5.76835475"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d4.4s.5s"	"f 7D"	"2"	7	5		"T1621n"	"L14866"	
Cr	1	"469.39387"	"0.00006"	"469.39388"	"0.00003"	"85"	"3.4e+06"	D	"2.98256889"	"5.62319793"	"3d4.4s2"	"a 3H"	"5"	"3d5.(4G).4p"	"z 3H*"	"5"	11	11		"T4288"	"L14866"	
Cr	1	"469.51446"	"0.00006"	"469.51449"	"0.00003"	"44"	"1.5e+06"	D	"2.98256889"	"5.62251964"	"3d4.4s2"	"a 3H"	"5"	"3d5.(4G).4p"	"z 3H*"	"6"	11	13		"T4288"	"L14866"	
Cr	1	"469.70499"	"0.00005"	"469.70514"	"0.00013"	"170"	"5.3e+06"	D	"2.70791527"	"5.3467945"	"3d5.(4P).4s"	"a 5P"	"3"	"3d5.(4P).4p"	"z 5S*"	"2"	7	5		"T4288"	"L14866"	
Cr	1	"469.73880"	"0.00006"	"469.73881"	"0.00004"	"27"	"3.1e+06"	D	"3.36940787"	"6.0080980"	"3d5.(4P).4s"	"b 3P"	"1"	"3d4.(3P1).4s.4p.(3P*)"	"x 3P*"	"2"	3	5		"T3963"	"L14866"	
Cr	2	"469.76018"	"0.00017"	"469.76057"	"0.00003"	"4"	"6.6e+05"	D	"5.66987064"	"8.30843845"	"3d4.(a 1D).4s"	"c 2D"	"5/2"	"3d4.(a 3F).4p"	"y 4F*"	"5/2"	6	6		"T3963n"	"L18847"	
Cr	1	"469.84599"	"0.00005"	"469.84597"	"0.00004"	"140"	"2.2e+07"	D	"3.14419143"	"5.78227967"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d4.4s.5s"	"f 7D"	"3"	9	7		"T3963"	"L14866"	
Cr	1	"469.89433"	"0.00006"	"469.894346"	"0.000020"	"23"	"2.2e+06"	D	"3.07899825"	"5.71681492"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4P).4p"	"y 3D*"	"2"	7	5		"T3963"	"L14866"	
Cr	1	"469.9585"	"0.0004"	"469.95867"	"0.00015"	"25"	"1.3e+07"	D	"4.2073736"	"6.8448292"	"3d4.4s2"	"c 3D"	"3"	"3d5.(2D1).4p"	"v 3F*"	"4"	7	9		"T3963"	"L9190"	
Cr	1	"470.06101"	"0.00005"	"470.06113"	"0.00013"	"86"	"3.36e+06"	B	"2.70991379"	"5.3467945"	"3d5.(4P).4s"	"a 5P"	"1"	"3d5.(4P).4p"	"z 5S*"	"2"	3	5		"u10"	"L14866"	
Cr	1	"470.60892"	"0.00006"	"470.608911"	"0.000020"	"38"	"3.5e+06"	D	"3.11278390"	"5.74659540"	"3d4.4s2"	"a 3F"	"3"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"2"	7	5		"T4288"	"L14866"	
Cr	1	"470.77482"	"0.00006"	"470.77482"	"0.00004"	"30"	"3.1e+06"	D	"3.37521461"	"6.0080980"	"3d5.(4P).4s"	"b 3P"	"2"	"3d4.(3P1).4s.4p.(3P*)"	"x 3P*"	"2"	5	5		"T3963"	"L14866"	
Cr	1	"470.80125"	"0.00005"	"470.80126"	"0.00003"	"190"	"4.31e+07"	B	"3.16762385"	"5.80035930"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d4.4s.5s"	"f 7D"	"4"	11	9		"u10"	"L14866"	
Cr	2	""	""	"471.51210"	"0.00004"	""	"7.3e+05"	D	"5.66228372"	"8.29105019"	"3d4.(a 1D).4s"	"c 2D"	"3/2"	"3d4.(a 3P).4p"	"z 2P*"	"1/2"	4	2		"T3963n"	""	
Cr	1	"471.76835"	"0.00006"	"471.76834"	"0.00003"	"25"	"7.7e+05"	D	"3.12159404"	"5.74893273"	"3d4.4s2"	"a 3F"	"4"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"3"	9	7		"T3963"	"L14866"	
Cr	1	"471.84197"	"0.00005"	"471.84198"	"0.00005"	"230"	"3.4e+07"	D	"3.1952485"	"5.82217714"	"3d4.(5D).4s.4p.(3P*)"	"z 7F*"	"6"	"3d4.4s.5s"	"f 7D"	"5"	13	11		"T4288"	"L14866"	
Cr	1	"472.26503"	"0.00016"	"472.26506"	"0.00005"	"6"	"6.9e+05"	D	"3.0922396"	"5.71681492"	"3d4.4s2"	"a 3F"	"2"	"3d5.(4P).4p"	"y 3D*"	"2"	5	5		"T3963"	"L14866"	
Cr	1	"472.30972"	"0.00006"	"472.30973"	"0.00004"	"75"	"9.3e+06"	D	"3.07899825"	"5.70332536"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"y 3F*"	"3"	7	7		"T1621n"	"L14866"	
Cr	1	"472.44123"	"0.00005"	"472.44122"	"0.00003"	"95"	"6.14e+06"	B	"3.08689206"	"5.71048876"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"y 3F*"	"4"	9	9		"u10"	"L14866"	
Cr	1	"472.71496"	"0.00005"	"472.71496"	"0.00003"	"130"	"5.1e+06"	D	"3.00044215"	"5.62251964"	"3d4.4s2"	"a 3H"	"6"	"3d5.(4G).4p"	"z 3H*"	"6"	13	13		"T1621n"	"L14866"	
Cr	1	"472.98413"	"0.00012"	"472.98414"	"0.00007"	"11"	"1.7e+07"	D	"3.0922396"	"5.71282481"	"3d4.4s2"	"a 3F"	"2"	"3d5.(4P).4p"	"y 3D*"	"1"	5	3		"T1621n"	"L14866"	
Cr	1	"473.07101"	"0.00005"	"473.07101"	"0.00004"	"290"	"3.83e+07"	B	"3.07899825"	"5.6991023"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"y 3F*"	"2"	7	5		"u10"	"L14866"	
Cr	1	"473.73471"	"0.00005"	"473.73471"	"0.00004"	"360"	"3.38e+07"	B	"3.08689206"	"5.70332536"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"y 3F*"	"3"	9	7		"u10"	"L14866"	
Cr	1	"474.1092"	"0.0020"	"474.1101"	"0.0009"	"12"	"2.2e+07"	D	"4.2038751"	"6.818237"	"3d4.4s2"	"c 3D"	"1"	"3d5.(2D1).4p"	"v 3F*"	"2"	3	5		"T3963"	"L808"	
Cr	1	"474.3118"	"0.0040"	"474.31106"	"0.00011"	"12w"	"8.0e+06"	D	"4.20272344"	"6.8159775"	"3d4.(5D).4s.4p.(3P*)"	"z 3P*"	"1"	"3d4.4s.5s"	"e 3D"	"2"	3	5		"T3963"	"L808"	
Cr	1	"474.53065"	"0.00006"	"474.53073"	"0.00003"	"33"	"2.0e+06"	D	"2.70791527"	"5.31995962"	"3d5.(4P).4s"	"a 5P"	"3"	"3d4.(3P1).4s.4p.(3P*)"	"x 5D*"	"4"	7	9		"T1621n"	"L14866"	
Cr	1	"475.20875"	"0.00005"	"475.20875"	"0.00004"	"210"	"6.2e+07"	D	"4.1860366"	"6.7943542"	"3d5.(2I).4s"	"b 1I"	"6"	"3d4.(1I).4s.4p.(3P*)"	"3K*"	"6"	13	13		"T3963"	"L14866"	
Cr	1	"475.473"	"0.003"	"475.47397"	"0.00007"	"20"	"2.6e+06"	D	"3.0922396"	"5.6991023"	"3d4.4s2"	"a 3F"	"2"	"3d5.(4G).4p"	"y 3F*"	"2"	5	5		"T3963"	"L808"	
Cr	1	"475.51401"	"0.00006"	"475.51406"	"0.00003"	"37"	"9.6e+05"	D	"3.01062753"	"5.61727046"	"3d5.(4D).4s"	"b 5D"	"4"	"3d4.(3F1).4s.4p.(3P*)"	"x 5F*"	"5"	9	11		"T3963"	"L14866"	
Cr	1	"475.6118"	"0.0006"	"475.61118"	"0.00003"	"100*"	"4.0e+07"	D	"3.10437812"	"5.71048876"	"3d5.(4G).4s"	"a 3G"	"5"	"3d5.(4G).4p"	"y 3F*"	"4"	11	9		"T4288"	"L9190"	
Cr	1	"475.7316"	"0.0004"	"475.7321"	"0.0005"	"15"	"1.2e+07"	D	"4.23907331"	"6.844522"	"3d4.(5D).4s.4p.(3P*)"	"z 3P*"	"2"	"3d4.4s.5s"	"e 3D"	"3"	5	7		"T3963"	"L9190"	
Cr	1	"475.75902"	"0.00006"	"475.75901"	"0.00003"	"35"	"5.1e+06"	D	"3.55053095"	"6.15583182"	"3d5.(4D).4s"	"a 3D"	"3"	"3d5.(4D).4p"	"x 3F*"	"3"	7	7		"T3963"	"L14866"	
Cr	1	"476.42940"	"0.00005"	"476.42941"	"0.00003"	"190"	"1.7e+07"	D	"3.55053095"	"6.15216585"	"3d5.(4D).4s"	"a 3D"	"3"	"3d5.(4D).4p"	"x 3F*"	"4"	7	9		"T4288"	"L14866"	
Cr	1	"476.46428"	"0.00006"	"476.46434"	"0.00003"	"25"	"7.3e+05"	D	"3.01329987"	"5.61474406"	"3d5.(4D).4s"	"b 5D"	"3"	"3d4.(3F1).4s.4p.(3P*)"	"x 5F*"	"4"	7	9		"T3963"	"L14866"	
Cr	1	"476.72662"	"0.00006"	"476.72665"	"0.00003"	"28"	"5.6e+06"	D	"3.55614020"	"6.15615299"	"3d5.(4D).4s"	"a 3D"	"2"	"3d5.(4D).4p"	"x 3F*"	"2"	5	5		"T3963"	"L14866"	
Cr	1	"476.78553"	"0.00005"	"476.78555"	"0.00003"	"98"	"1.2e+07"	D	"3.55614020"	"6.15583182"	"3d5.(4D).4s"	"a 3D"	"2"	"3d5.(4D).4p"	"x 3F*"	"3"	5	7		"T4288"	"L14866"	
Cr	1	"477.06725"	"0.00008"	"477.06733"	"0.00003"	"16"	"9.8e+05"	D	"3.01279642"	"5.61095253"	"3d5.(4D).4s"	"b 5D"	"2"	"3d4.(3F1).4s.4p.(3P*)"	"x 5F*"	"3"	5	7		"T4288"	"L14866"	
Cr	1	"477.51297"	"0.00010"	"477.51303"	"0.00004"	"15"	"2.9e+06"	D	"3.55053095"	"6.14626205"	"3d5.(4D).4s"	"a 3D"	"3"	"3d4.(3G).4s.4p.(3P*)"	"w 5G*"	"4"	7	9		"T4288"	"L14866"	
Cr	1	"478.9340"	"0.0004"	"478.93340"	"0.00011"	"75"	"1.14e+07"	B	"2.54410014"	"5.1321332"	"3d5.(4G).4s"	"a 5G"	"6"	"3d4.(5D).4s.4p.(1P*)"	"y 5F*"	"5"	13	11		"u10"	"L9190"	
Cr	1	"479.2512"	"0.0004"	"479.25094"	"0.00004"	"75"	"2.6e+07"	D	"3.11278390"	"5.6991023"	"3d4.4s2"	"a 3F"	"3"	"3d5.(4G).4p"	"y 3F*"	"2"	7	5		"T1621n"	"L9190"	
Cr	1	"479.6145"	"0.0040"	"479.6155"	"0.0003"	"40w"	"1.3e+07"	D	"4.19265380"	"6.7770062"	"3d4.(5D).4s.4p.(3P*)"	"z 5D*"	"4"	""	"e 5F"	"5"	9	11		"T3963"	"L808"	
Cr	1	"479.76957"	"0.00017"	"479.76968"	"0.00005"	"7"	"1.3e+06"	D	"3.55614020"	"6.13966216"	"3d5.(4D).4s"	"a 3D"	"2"	"3d4.(3G).4s.4p.(3P*)"	"w 5G*"	"3"	5	7		"T3963"	"L14866"	
Cr	1	"480.1028"	"0.0004"	"480.10245"	"0.00005"	"75"	"3.06e+07"	B	"3.12159404"	"5.70332536"	"3d4.4s2"	"a 3F"	"4"	"3d5.(4G).4p"	"y 3F*"	"3"	9	7		"u10"	"L9190"	
Cr	1	"480.62500"	"0.00012"	"480.62512"	"0.00003"	"13"	"5.6e+05"	D	"2.70878630"	"5.28771005"	"3d5.(4P).4s"	"a 5P"	"2"	"3d4.(3P1).4s.4p.(3P*)"	"x 5D*"	"3"	5	7		"T3963"	"L14866"	
Cr	1	"481.07307"	"0.00013"	"481.07322"	"0.00003"	"13"	"1.6e+06"	D	"3.07899825"	"5.65551992"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"y 5H*"	"4"	7	9		"T2268"	"L14866"	
Cr	2	"481.23439"	"0.00003"	"481.234398"	"0.000021"	"26"	"4.6e+05"	D	"3.86441085"	"6.44006956"	"3d4.(a 3F).4s"	"a 4F"	"7/2"	"3d4.(5D).4p"	"z 4F*"	"9/2"	8	10		"T4502"	"L18847"	
Cr	1	"481.42657"	"0.00008"	"481.42661"	"0.00003"	"21"	"1.61e+06"	C	"3.08689206"	"5.66152243"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"y 5H*"	"5"	9	11		"T2268"	"L14866"	
Cr	1	"481.61390"	"0.00015"	"481.61392"	"0.00009"	"9"	"1.8e+07"	D	"4.5350512"	"7.1086803"	"3d5.(2F2).4s"	"d 3F"	"4"	"3d4.(3D).4s.4p.(3P*)"	"t 3F*"	"4"	9	9		"T4288"	"L14866"	
Cr	1	"481.930"	"0.003"	"481.93126"	"0.00021"	"4"	"1.3e+07"	D	"4.0989996"	"6.6709340"	"3d5.(2F1).4s"	"b 3F"	"3"	"3d3.(4F).4s2.4p"	"v 3G*"	"3"	7	7		"T3963"	"L808"	
Cr	1	"482.39219"	"0.00019"	"482.39222"	"0.00014"	"5"	"1.2e+07"	D	"4.5318872"	"7.1013640"	"3d5.(2F2).4s"	"d 3F"	"3"	"3d4.(3D).4s.4p.(3P*)"	"t 3F*"	"3"	7	7		"T3963"	"L14866"	
Cr	2	"482.413069"	"0.000014"	"482.413080"	"0.000021"	"290"	"1.7e+06"	D	"3.87070388"	"6.44006956"	"3d4.(a 3F).4s"	"a 4F"	"9/2"	"3d4.(5D).4p"	"z 4F*"	"9/2"	10	10		"T3963n"	"L18847"	
Cr	1	"482.5517"	"0.0002"	"482.55165"	"0.00003"	"4"	"3.6e+05"	D	"3.08689206"	"5.65551992"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"y 5H*"	"4"	9	9		"T2268"	"L14866"	
Cr	1	"483.1648"	"0.0004"	"483.16423"	"0.00004"	"15"	"1.2e+06"	D	"3.42162179"	"5.98699306"	"3d4.4s2"	"b 3G"	"3"	"3d4.(3H).4s.4p.(3P*)"	"y 3H*"	"4"	7	9		"T3963"	"L9190"	
Cr	2	"483.62295"	"0.00002"	"483.622947"	"0.000021"	"32"	"2.0e+05"	D	"3.85805665"	"6.42099470"	"3d4.(a 3F).4s"	"a 4F"	"5/2"	"3d4.(5D).4p"	"z 4F*"	"7/2"	6	8		"T3963n"	"L18847"	
Cr	1	"483.68515"	"0.00007"	"483.68523"	"0.00003"	"29"	"1.60e+06"	B	"3.10437812"	"5.66698616"	"3d5.(4G).4s"	"a 3G"	"5"	"3d5.(4G).4p"	"y 5H*"	"6"	11	13		"u10"	"L14866"	
Cr	1	"483.8418"	"0.0020"	"483.8422"	"0.0003"	"15"	"1.1e+07"	D	"4.5326696"	"7.0944465"	"3d5.(2F2).4s"	"d 3F"	"2"	"3d4.(3D).4s.4p.(3P*)"	"t 3F*"	"2"	5	5		"T3963"	"L808"	
Cr	2	"484.824960"	"0.000014"	"484.824974"	"0.000021"	"180"	"2.6e+06"	D	"3.86441085"	"6.42099470"	"3d4.(a 3F).4s"	"a 4F"	"7/2"	"3d4.(5D).4p"	"z 4F*"	"7/2"	8	8		"T4502"	"L18847"	
Cr	2	"485.61905"	"0.00003"	"485.61905"	"0.00003"	"24"	"2.6e+05"	D	"3.85378648"	"6.40618989"	"3d4.(a 3F).4s"	"a 4F"	"3/2"	"3d4.(5D).4p"	"z 4F*"	"5/2"	4	6		"T4502"	"L18847"	
Cr	1	"487.07975"	"0.00007"	"487.07970"	"0.00003"	"47"	"3.5e+07"	D	"3.07899825"	"5.62374764"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"z 3H*"	"4"	7	9		"T1426n"	"L14866"	
Cr	1	"487.46522"	"0.00017"	"487.46539"	"0.00004"	"6"	"6.9e+05"	D	"3.11278390"	"5.65551992"	"3d4.4s2"	"a 3F"	"3"	"3d5.(4G).4p"	"y 5H*"	"4"	7	9		"T2268"	"L14866"	
Cr	2	"487.64891"	"0.00003"	"487.648919"	"0.000022"	"30"	"1.6e+06"	D	"3.86441085"	"6.40618989"	"3d4.(a 3F).4s"	"a 4F"	"7/2"	"3d4.(5D).4p"	"z 4F*"	"5/2"	8	6		"T4502"	"L18847"	
Cr	1	"488.004"	"0.003"	"488.00424"	"0.00004"	"22"	"8.1e+05"	D	"3.12159404"	"5.66152243"	"3d4.4s2"	"a 3F"	"4"	"3d5.(4G).4p"	"y 5H*"	"5"	9	11		"T4288"	"L808"	
Cr	2	"488.46035"	"0.00006"	"488.460349"	"0.000022"	"20"	"5.8e+05"	D	"3.85805665"	"6.39561334"	"3d4.(a 3F).4s"	"a 4F"	"5/2"	"3d4.(5D).4p"	"z 4F*"	"3/2"	6	4		"T4502"	"L18847"	
Cr	1	"488.57694"	"0.00007"	"488.577038"	"0.000019"	"64"	"4.92e+06"	B	"2.54426770"	"5.08121834"	"3d5.(4G).4s"	"a 5G"	"3"	"3d4.(5D).4s.4p.(1P*)"	"x 5P*"	"2"	7	5		"u10"	"L14866"	
Cr	1	"488.5952"	"0.0002"	"488.59535"	"0.00003"	"5"	"2.44e+06"	B	"3.08689206"	"5.62374764"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"z 3H*"	"4"	9	9		"u10"	"L14866"	
Cr	1	"488.70123"	"0.00007"	"488.70124"	"0.00003"	"75"	"3.2e+07"	D	"3.08689206"	"5.62319793"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"z 3H*"	"5"	9	11		"T1426n"	"L14866"	
Cr	1	"490.32344"	"0.00015"	"490.32374"	"0.00022"	"9"	"7.4e+06"	D	"2.54383615"	"5.0717494"	"3d5.(4G).4s"	"a 5G"	"2"	"3d4.(5D).4s.4p.(1P*)"	"y 5F*"	"1"	5	3		"T1621n"	"L14866"	
Cr	1	"492.22647"	"0.00005"	"492.22649"	"0.00003"	"230"	"4.0e+07"	D	"3.10437812"	"5.62251964"	"3d5.(4G).4s"	"a 3G"	"5"	"3d5.(4G).4p"	"z 3H*"	"6"	11	13		"T1426n"	"L14866"	
Cr	1	"493.63354"	"0.00007"	"493.63357"	"0.00003"	"58"	"1.4e+07"	D	"3.11278390"	"5.62374764"	"3d4.4s2"	"a 3F"	"3"	"3d5.(4G).4p"	"z 3H*"	"4"	7	9		"T1621n"	"L14866"	
Cr	1	"494.24952"	"0.00005"	"494.249538"	"0.000020"	"220"	"1.98e+05"	B	"0.94143042"	"3.44926489"	"3d5.(6S).4s"	"a 5S"	"2"	"3d4.(5D).4s.4p.(3P*)"	"y 7P*"	"3"	5	7		"T4624"	"L14866"	
Cr	1	"494.4562"	"0.0004"	"494.45650"	"0.00005"	"2"	"1.3e+07"	D	"3.84701382"	"6.3537986"	"3d5.(2D3).4s"	"b 3D"	"2"	"3d5.(4D).4p"	"w 3P*"	"1"	5	3		"T4288"	"L14866"	
Cr	1	"495.3717"	"0.0002"	"495.37169"	"0.00004"	"4"	"8.5e+05"	D	"3.12159404"	"5.62374764"	"3d4.4s2"	"a 3F"	"4"	"3d5.(4G).4p"	"z 3H*"	"4"	9	9		"T4288"	"L14866"	
Cr	1	"495.48055"	"0.00007"	"495.48055"	"0.00004"	"78"	"1.2e+07"	D	"3.12159404"	"5.62319793"	"3d4.4s2"	"a 3F"	"4"	"3d5.(4G).4p"	"z 3H*"	"5"	9	11		"T1621n"	"L14866"	
Cr	1	"496.49271"	"0.00005"	"496.49274"	"0.00003"	"130"	"1.61e+05"	B	"0.94143042"	"3.43793441"	"3d5.(6S).4s"	"a 5S"	"2"	"3d4.(5D).4s.4p.(3P*)"	"y 7P*"	"2"	5	5		"T4624"	"L14866"	
Cr	1	"496.680"	"0.003"	"496.67950"	"0.00010"	"25"	"3.0e+07"	D	"3.84955423"	"6.3451195"	"3d5.(2D3).4s"	"b 3D"	"1"	"3d5.(4D).4p"	"w 3P*"	"0"	3	1		"T4288"	"L808"	
Cr	1	"501.33136"	"0.00007"	"501.33144"	"0.00003"	"44"	"3.5e+06"	D	"2.70791527"	"5.18032406"	"3d5.(4P).4s"	"a 5P"	"3"	"3d4.(5D).4s.4p.(1P*)"	"y 5D*"	"4"	7	9		"T1621n"	"L14866"	
